class,filename,path,url,data_origin,retrieved_date,issuing_authority,PDF_or_text
Circulers,MF BL069 1986 01 18 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL069 1986 01 18 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL070 1986 07 16 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL070 1986 07 16 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL070 1986 07 16.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL070 1986 07 16.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL071 1986 08 28 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL071 1986 08 28 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL071 1986 08 28.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL071 1986 08 28.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL072 1986 09 09 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL072 1986 09 09 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL072A.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL072A.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL073 1986 09 30 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL073 1986 09 30 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL074 1987 04 10.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL074 1987 04 10.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL075 1983 07 03 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL075 1983 07 03 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL075 1987 07 03.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL075 1987 07 03.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL076 1987 08 12 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL076 1987 08 12 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL076 1987 08 12.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL076 1987 08 12.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL077 1987 09 17 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL077 1987 09 17 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL077 1987 09 17.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL077 1987 09 17.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL078 1987 12 01 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL078 1987 12 01 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL079 1988 08 08 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL079 1988 08 08 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL080 1988 09 14 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL080 1988 09 14 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL081 1988 10 14 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL081 1988 10 14 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL082 1988 11 15 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL082 1988 11 15 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL083 1988 11 24 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL083 1988 11 24 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL084 1988 01 23 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL084 1988 01 23 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL085 1989 02 27 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL085 1989 02 27 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL086 1989 04 11 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL086 1989 04 11 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL087 1989 04 21 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL087 1989 04 21 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL088 1989 05 03 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL088 1989 05 03 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL089 1989 05 03 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL089 1989 05 03 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL091 1989 09 22 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL091 1989 09 22 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL092 1989 10 10 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL092 1989 10 10 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL093 1990 01 30 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL093 1990 01 30 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL094 1990 02 02 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL094 1990 02 02 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL095 1990 05 30 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL095 1990 05 30 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL096 1990 06 19 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL096 1990 06 19 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL097 1990 06 25 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL097 1990 06 25 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL098 1990 06 25 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL098 1990 06 25 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL0991990 07 03 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL0991990 07 03 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL100 1990 07 05 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL100 1990 07 05 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL101 1990 07 19 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL101 1990 07 19 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL102 1990 07 20 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL102 1990 07 20 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL103 1991 08 23 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL103 1991 08 23 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL104 1990 12 05 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL104 1990 12 05 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL105 1990 12 11 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL105 1990 12 11 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL106 1990 12 17 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL106 1990 12 17 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL107 1997 03 20 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL107 1997 03 20 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL108 1991 03 26 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL108 1991 03 26 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL109 1991 03 26 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL109 1991 03 26 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL110 1991 03 28 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL110 1991 03 28 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL111 1991 04 02 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL111 1991 04 02 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL112 1991 05 21 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL112 1991 05 21 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL113 1991 10 09 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL113 1991 10 09 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL114 1991 10 11 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL114 1991 10 11 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL115 1991 12 04 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL115 1991 12 04 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL117.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL117.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL118 1992 09 18 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL118 1992 09 18 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL120 1993 01 13 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL120 1993 01 13 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL122 1993 05 03 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL122 1993 05 03 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL124 1993 08 09 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL124 1993 08 09 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL125 1993 08 13 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL125 1993 08 13 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL126 1993 08 11 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL126 1993 08 11 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL127 1993 10 27 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL127 1993 10 27 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL128 1993 10 29.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL128 1993 10 29.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL129 1993 12 03 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL129 1993 12 03 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL130 1993 12 21 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL130 1993 12 21 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL131 1993 12 29 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL131 1993 12 29 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL132 1994 01 31 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL132 1994 01 31 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL133 1994 03 15 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL133 1994 03 15 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL134 1994 04 08 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL134 1994 04 08 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL135 1994 05 11 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL135 1994 05 11 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL136 1994 06 28 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL136 1994 06 28 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL137 1994 08 05 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL137 1994 08 05 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL138 1995 05 29 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL138 1995 05 29 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL140 1995 09 13 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL140 1995 09 13 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL141 1995 09 25 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL141 1995 09 25 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL142 1996 02 13 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL142 1996 02 13 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL143 1996 08 30 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL143 1996 08 30 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL144 1997 05 20 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL144 1997 05 20 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL145 1997 07 10 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL145 1997 07 10 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL146 1999 03 23 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL146 1999 03 23 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL147 1999 04 29 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL147 1999 04 29 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL148 2000 04 20 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL148 2000 04 20 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL149 2000 06 20 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL149 2000 06 20 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL150 2001 02 28 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL150 2001 02 28 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL151 2001 06 29 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL151 2001 06 29 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL152 2001 10 01 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL152 2001 10 01 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL153 2002 11 18 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL153 2002 11 18 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL154 2001 10 01 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL154 2001 10 01 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL155 2006 06 12 S.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL155 2006 06 12 S.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MF BL54 1982 01 20.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MF BL54 1982 01 20.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MPI-5-1-1-2-VII 2004 03 12.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MPI-5-1-1-2-VII 2004 03 12.pdf,,original_dataset,,Tea Board Circulers,
Circulers,MPI-5-1-1-2-VII.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\MPI-5-1-1-2-VII.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR - 1-65 2000 01 19.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR - 1-65 2000 01 19.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR - 1-65.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR - 1-65.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 107 II.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 107 II.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 107.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 107.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 121 1992 07 20.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 121 1992 07 20.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 25.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 25.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 51 CIR I.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 51 CIR I.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 51 CIR II.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 51 CIR II.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 51 I.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 51 I.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 51 II.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 51 II.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 51 III.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 51 III.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 51 PA F.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 51 PA F.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 55 I.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 55 I.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR 1 55 II.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1 55 II.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR 1-106 1989 05 23.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1-106 1989 05 23.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR 1-151 2009 08 12.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 1-151 2009 08 12.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR 2 155 1996 02 5.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR 2 155 1996 02 5.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-121 1992 12 07.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-121 1992 12 07.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-121 1996 02 09.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-121 1996 02 09.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-121 1998 10 06.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-121 1998 10 06.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-121 PRIVATE SALE 1999 01 19.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-121 PRIVATE SALE 1999 01 19.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-121 PRIVATE SALE.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-121 PRIVATE SALE.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-121 SINHALA 1996 02 09.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-121 SINHALA 1996 02 09.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-121 SINHALA.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-121 SINHALA.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-121.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-121.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-25 2006 03 06.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-25 2006 03 06.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-51 _2009 08 12.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-51 _2009 08 12.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-51.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-51.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-1 (2).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-1 (2).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-1 (3).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-1 (3).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-1 2010 08 06 (1).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-1 2010 08 06 (1).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-1 2010 08 06 (2).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-1 2010 08 06 (2).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-1 2010 08 06 (3).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-1 2010 08 06 (3).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-1 2010 08 06 (4).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-1 2010 08 06 (4).pdf,,original_dataset,,Tea Board Circulers,
