class,filename,path,url,data_origin,retrieved_date,issuing_authority,PDF_or_text
Circulers,OR-1-87-1 2010 08 06 (5).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-1 2010 08 06 (5).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-1 2010 08 06 (6).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-1 2010 08 06 (6).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-1 2010 08 06.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-1 2010 08 06.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-1 2011 09 01.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-1 2011 09 01.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-2 (2).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-2 (2).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-2 (3).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-2 (3).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-2 2010 08 06.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-2 2010 08 06.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-2 2011 09 01.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-2 2011 09 01.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-3 (2).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-3 (2).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-3 (3).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-3 (3).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-3 2011 09 01.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-3 2011 09 01.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-3.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-3.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-4 (2).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-4 (2).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-4 (3).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-4 (3).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-4 1998 02 24.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-4 1998 02 24.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-4.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-4.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-5 (2).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-5 (2).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-5.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-5.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-6 (2).pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-6 (2).pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-1-87-6.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-1-87-6.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-2-255.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-2-255.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR-2-92 1993 09 6.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-2-92 1993 09 6.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-2-92.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-2-92.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR-2001-1 2004 10 21.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR-2001-1 2004 10 21.jpg,,original_dataset,,Tea Board Circulers,
Circulers,OR1-51-1 2010 07 05.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR1-51-1 2010 07 05.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR1-51-1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR1-51-1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR1-51-2 2010 07 05.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR1-51-2 2010 07 05.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR1-51-2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR1-51-2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR3-4-1 1987 06 8.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR3-4-1 1987 06 8.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR3-4-1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR3-4-1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR3-4-2 1987 06 08.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR3-4-2 1987 06 08.pdf,,original_dataset,,Tea Board Circulers,
Circulers,OR3-4-2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\OR3-4-2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,RTM 01 2005 11 01  I.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\RTM 01 2005 11 01  I.jpg,,original_dataset,,Tea Board Circulers,
Circulers,RTm 01 2005 11 01  II.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\RTm 01 2005 11 01  II.jpg,,original_dataset,,Tea Board Circulers,
Circulers,scan0001.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\scan0001.jpg,,original_dataset,,Tea Board Circulers,
Circulers,scan0001.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\scan0001.pdf,,original_dataset,,Tea Board Circulers,
Circulers,scan0002.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\scan0002.jpg,,original_dataset,,Tea Board Circulers,
Circulers,SENKADA BHUMI 012.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\SENKADA BHUMI 012.pdf,,original_dataset,,Tea Board Circulers,
Circulers,SLTB-TTU 2011 11 03.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\SLTB-TTU 2011 11 03.pdf,,original_dataset,,Tea Board Circulers,
Circulers,SLTB-TTU.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\SLTB-TTU.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc - e - vi - 68 -vol 2 2003 03 07.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc - e - vi - 68 -vol 2 2003 03 07.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc - e - vi - 68 -vol 2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc - e - vi - 68 -vol 2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC CIR 2015 -4 1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC CIR 2015 -4 1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC FU 2008 2.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC FU 2008 2.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC R 2.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC R 2.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC R 2008 1 I.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC R 2008 1 I.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC R 2008 1 II.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC R 2008 1 II.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC R 2008 2 Eng.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC R 2008 2 Eng.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC R 2008 2 Sin.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC R 2008 2 Sin.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC R 2010 1.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC R 2010 1.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC RT CIR 2015 11 II.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC RT CIR 2015 11 II.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC RT CIR 2015 11.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC RT CIR 2015 11.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC RT P.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC RT P.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC-CIR 2015 01 05 (2).jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-CIR 2015 01 05 (2).jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC-CIR 2015 01 05.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-CIR 2015 01 05.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC-CIR-2012-5 2012 05 15.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-CIR-2012-5 2012 05 15.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC-CIR-RT-2012 2012 06 06.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-CIR-RT-2012 2012 06 06.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-1 2010 11 01.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-1 2010 11 01.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-1-1 2010 11 01.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-1-1 2010 11 01.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-1-1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-1-1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-1-2 2010 11 01.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-1-2 2010 11 01.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-1-2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-1-2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-3.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-3.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-4.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-4.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-5.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-5.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-6.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-6.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-E-PR-7.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-E-PR-7.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p 2003 06 20.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p 2003 06 20.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p-2 2003 06 20.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p-2 2003 06 20.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p-2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p-2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p-3 2003 06 20.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p-3 2003 06 20.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p-3.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p-3.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p-4 2003 06 20.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p-4 2003 06 20.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p-4.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p-4.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p-5 2003 06 20.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p-5 2003 06 20.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p-5.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p-5.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p-6 2003 06 20.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p-6 2003 06 20.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p-6.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p-6.pdf,,original_dataset,,Tea Board Circulers,
Circulers,tc-e-vi-81-p.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\tc-e-vi-81-p.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-EX-WH-P.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-EX-WH-P.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-R-2004-1 2004 10 21.jpg,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-R-2004-1 2004 10 21.jpg,,original_dataset,,Tea Board Circulers,
Circulers,TC-WH TR -2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-WH TR -2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-WH TR 1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-WH TR 1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TC-WH TR-3.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TC-WH TR-3.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCE-VI-8-1 2001 12 20.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCE-VI-8-1 2001 12 20.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCE-VI-8-1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCE-VI-8-1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCE-VI-8-2 2001 12 20.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCE-VI-8-2 2001 12 20.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCE-VI-8-2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCE-VI-8-2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCE-VI-8-3 2001 12 20.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCE-VI-8-3 2001 12 20.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCE-VI-8-3.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCE-VI-8-3.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCE-VI-8-4 2001 12 20.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCE-VI-8-4 2001 12 20.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCE-VI-8-4.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCE-VI-8-4.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCER- ICE TEA 2009 01 23.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCER- ICE TEA 2009 01 23.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCER- ICE TEA.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCER- ICE TEA.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCERP2010-1 2010 08 15.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCERP2010-1 2010 08 15.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCERP2010-1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCERP2010-1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCERP2010-2 2010 08 15.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCERP2010-2 2010 08 15.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCERP2010-2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCERP2010-2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCERP2010-3 2010 08 15.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCERP2010-3 2010 08 15.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCERP2010-3.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCERP2010-3.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCERP2010-4 2010 08 15.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCERP2010-4 2010 08 15.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCERP2010-4.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCERP2010-4.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCERP2010-5 2010 08 15.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCERP2010-5 2010 08 15.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCERP2010-5.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCERP2010-5.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCEX-VI-8 2001 09 11.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCEX-VI-8 2001 09 11.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCEX-VI-8.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCEX-VI-8.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCEXHS-1 2010 07 2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCEXHS-1 2010 07 2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCEXHS-1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCEXHS-1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCEXHS-2 2010 07 2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCEXHS-2 2010 07 2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCEXHS-2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCEXHS-2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCEXHS-3 2010 07 02.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCEXHS-3 2010 07 02.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TCEXHS-3.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TCEXHS-3.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TMR-LL-99 1999 09 23.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TMR-LL-99 1999 09 23.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TMR-LL-99-1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TMR-LL-99-1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TMR-LL-99-2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TMR-LL-99-2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TMR-LL-99-3.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TMR-LL-99-3.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TMR-LL-99-4.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TMR-LL-99-4.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TMR-LL-99-5.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TMR-LL-99-5.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TMR-LL-99-6.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TMR-LL-99-6.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TMR-LL-99-7.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TMR-LL-99-7.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TMR-LL-99.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TMR-LL-99.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TWR-1.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TWR-1.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TWR-2.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TWR-2.pdf,,original_dataset,,Tea Board Circulers,
Circulers,TWR-3.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\TWR-3.pdf,,original_dataset,,Tea Board Circulers,
Circulers,YMR-LL-99-8 199 12 3.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\YMR-LL-99-8 199 12 3.pdf,,original_dataset,,Tea Board Circulers,
Circulers,YMR-LL-99-8.pdf,\data\task1_raw_input\data_source_physical_archives_manual\v0_0\files\Circulers\YMR-LL-99-8.pdf,,original_dataset,,Tea Board Circulers,
